No.;Fix/Dev;Ext/Int;Short description;Goal;"Created at 
(via Makro)";Folder;Object Type;Priority;Working Prio;Status;Comments / Next steps;Reporter;Responsible;Solution approach / Comment;Transport;Detailed description
864;Fix;Int;RDM Object Material Type PF4 Revise picklists Language Key;2602;;Link;Language;Medium;0;New;;Gerd;Frank;;;
865;Fix;Int;RDM Object Material Type PF4 Revise picklists CLASS;2602;;Link;Class ;Medium;0;New;;Gerd;Frank;;;
866;Fix;Int;Itego RDM - Itego - Tax Code Search list Field approved at;2503;;Link;Tax Code;High;0;Confirmed;13.03.2025: should be fixed too;Sabine;Frank;;;
868;Fix;Int;IH1100 - Factory Calendar - Validity Area Maintainable outside 2000 - 2050;2602;;Link;Factory Calendar;Medium;0;New;;Maxi;;;;
869;Fix;Int;RDM Object Unit of Measure PF4- Unit of Measure Picklist UoM ExtTexts;2602;;Link;Unit of Measure;Medium;0;New;;Gerd;Frank ;Internal Error;;
870;Fix;Int;IH1100 - Factory Calendar - Holiday Calendar maintainable even though no free days;2602;;Link;Factory Calendar;Medium;0;New;;Maxi;;;;
871;Fix;Int;IH1100 - Unit of Meassure - Small Description Name Issue;2511;;Link;Unit of Measure;Low;0;Closed;UoM Short Text Label Change effected every Translation!;Maxi;Maxi / Mike;;;
872;Fix;Int;Lab XML Transformation Error;;;Link;Laboratory;Medium;0;Confirmed;;Niklas;Niklas;;;
873;Fix;Int;;;;Link;;;0;;;;;;;
874;Fix;Int;IH400 - Planning Scope export missing;;;Link;Planning Scope;High;0;Confirmed;;Niklas;Dieter;;;
875;Fix;Int;ALL RECEIVER - Unit of Meassure - Direct Table;2602;;Link;Unit of Measure;Medium;0;New;;Maxi;Frank;;;
876;Fix;Int;ALL RECIEVER - Operating Concern - Direct Table;2602;;Link;several;Medium;0;New;;Maxi;Frank;;;
877;Fix;Int;IH1100 - Holiday Calendar - Missing Field Checks;2503;;Link;Holiday Calendar;Medium;0;Confirmed;24.03.25: Retested by Maxi - solved!             07.03. Additional Missing Field Check Docuemnted -> Topic Doc and Short Description refreshed 04.03. Transport Problem Z-Objekte inside. Daher vorher Mike spricht mit Farida dazu. Klärung und Basis für Entscheidung!;Maxi;Mike;ID1K904651 (ReTest 26.03.2025 OK);ID1K904651;
878;Fix;Int;IR1200 - IR1400– Tax Code – update of tax properties fields not replicated;2503 Fix;;Link;Tax Code;High;0;Confirmed;"24.3.25: Error Still exists
13.03.2025: should be fixed too
12.05.2025: retest fully successful in all systems (Sabine)";Sabine;Frank;"31.03. Fehler besteht weiterhin Info an Frank.
ID1K904653 gel. 25.03. 14:53
27.03. Mx Auf Retest gestellt und Info.";"ID1K904777
ID1K904771";
879;Fix;Int;Material Type Replication - Some fields not replicated;2602;;Link;Material Type;Medium;0;In Process;"08.03. Big differences between UI and Spro. Radio Buttons vs. Checkboxes (DM change might be needed); logic might be missing aswell and need to be implemented";Ulla;Mike;;;
880;Fix;Int;Material Type Translation ES missing fields;2602;;Link;Material Type;Low;0;New;;Ulla;Ulla;;;
881;Fix;Int;Tax Code – direct table  – field tol.per.rate not written;2602;;Link;Tax Code;Medium;0;New;;Sabine;;;;
883;Fix;Int;Description and public holiday cant be assigned to new Holiday Calendar ;2503;;Link;Holiday Calendar;Medium;0;Confirmed;"27.03. Mx Mike hat getestet.
06.03. Implementierung fehlt. Ist noch verschoben. Beide Wege funktionieren nicht (File Up/Down bzw. MDMGX).";Gerd;Dieter;ReTest OK 06.05.2025;;
884;Fix;Int;Upload for Public Holiday Assignment to holiday calendar missing;;;Link;Public Holiday;High;0;Confirmed;06.03. Implementierung fehlt. Ist noch verschoben. Beide Wege funktionieren nicht (File Up/Down bzw. MDMGX). 10.03. Hier muss man dass Assignment hochladen und dann ist alles gut;Niklas;Dieter;;;
885;Fix;Int;Incorrect Descprion in Public Holiday tables;;;Link;Public Holiday;Low;0;Confirmed;;Niklas;Niklas;;;
886;Fix;Int;Exchange Rates roles and authorizations ;2602;;Link;Exchange Rate;Low;0;New;;Thomas ;Günter;;;
887;Fix;Int;Public Holiday - EN DE FR ES - Missing or Faulty Translations;2602;;Link;Public Holiday;Medium;0;New;;Maxi;;;;
888;Dev;Int;Upload Vairanten Assigned Public Holiday and Movable dates;2503;;Link;Public Holiday;High;0;Confirmed;;Dieter;Niklas;03.04.MX auf solved gesetzt.;;
889;Fix;Int;MRP Area Count field missing on UI;2602;;Link;MRP Area;Low;0;In Process;;Niklas;Frank, Dieter;"14.04. Mx Frank muss sich das Thema ansehen, In Process gesetzt.
03.04. Dieter schaut sich Problem an.
07.04.Dieter: Es liegt kein eigentlicher Programmfehler vor. Das angemeckerte Feld COUNT wird programmintern versorgt, wenn eine Eingabe gemacht wird, dann wird dieser Index gesetzt. Die Meldung ist allerdings etwas verwirrend. Ich schaue mal da eine bessere Meldung ins GENIL Framework rüberzuschieben";ID1K904812;
833;Fix;Ext;Issue with Asset Location configurations;2407;;Link;;High;0;Confirmed;;Intel, Deloitte;Mike;25.03. Mx Am 04.03.2025 an Kunden geliefert. Kann geschlossen werden. Keine Rückmeldung vom Kunden.;;
891;Dev;Int;Implementing Import and Export for Holiday Calendar;2503;;Link;Holiday Calendar;High;0;Confirmed;;Dieter;Niklas;"27.03. Mx Mike hat getestet.
";;
892;Dev;Int;Implementing Import and Export for Public Holiday;2503;;Link;Public Holiday;High;0;Confirmed;;Dieter;Niklas;"Niklas hat geschrieben, dass der HOLTYp über Ex- und Import nicht versorgt wird. Ich habe aber auch nicht gesehen, wie dieser exportiert werden kann. Ich habe dazu keine Quelle gefunden.
03.04. Mx Solved und ID1K904707";;
893;Fix;Int;Deliver CBAS - Holiday Calendar as a fix, currently standard delivery is not possible ;;;Link;Holiday Calendar;High;0;Confirmed;;Itego;Günter, Dieter, Mike;Fix TR S03K900085;;
894;Fix;Int;Process create new holiday calendar get error code;;;Link;Holiday Calendar;High;0;Confirmed;;Thomas ;Dieter;20.03. Dieter hat den Fehler schon gefunden und auch gleich behoben.;;
895;Fix;Int;Field descriptions DE for Objects Classification, Character and Holiday must be revised  ;2602;;Link;several;Medium;0;New;;Thomas ;Dieter;;;
897;Fix;Int;Itego RDM - Itego - IH1100 - Characterstics - negative values not correctly formatted;2511;;Link;Characteristic;Medium;0;Confirmed;;Gerd;Mike;29.8.25: retest ok (Sabine);;
899;Fix ;Int;Itego RDM - Itego - IH100 - Holday and Public Calendar attachments can't be created;2503;;Link;Holiday Calendar;High;0;Confirmed;;Gerd;Mike;ReTest 26.03.25 OK!;ID1K904649;
902;Fix;Int;Itego RDM – Itego – IH1100 – Classes – incorrect characteristic -no error message, activation fails;2503 Fix;;Link;Class ;High;0;Confirmed;;Sabine;Mike;"08.04. Mx Status Solved
07.04. MX In Process gesetzt. Noch Fehler bei Löschung Merkmal und neu Anlegen.
 03.04. Mx Gerd hat positiv getestet. Solved.
03.04. MX Info Transport ID1K904743 in IH2.
02.04. MX Info von Mike Lösung transportiert. Gerd soll schon mal testen.
31.03. Mx Info an Mike Übernahme.";"ID1K904779
ID1K904743";
904;Fix;Int;Missed DRF Outbound, Impl. Staging Table incorrect Country;2503;;Link;Country;Very High;0;Confirmed;;Mike/Maxi;Mike;"27.04 Nachtesten von Maxi -> Solved                    25.04. MX Maxi noch einmal angefragt wegen Doku und Abnahmetest.
15.04. Mx No Docu und evtl. solved. (Maxi angeschrieben und um Hilfe gebeten).
03.04. Test im IH2 durch Maxi
01.04. Eröffnet";;
905;Fix;Int;Itego RDM – Itego – IH1100 – Classes – Creating classes from the Tx CL02 in the RDM;2503;;Link;Class ;Low;0;Confirmed;;Gerd;Mike;Im Reuse Mode ist die Neuanalge von Objekten  aus ERP zum RMD nicht eingeschränkt;;
906;Fix;Int;Itego RDM - Itego - IH100 - Classes – Assign characteristics with status Released only valid;2503;;Link;Class ;Very High;0;Confirmed;;Gerd;Mike;"08.04. Mx Solved Status
07.04. MX In Process";ID1K904779;
909;Fix;Int;Public Holiday ID jump in Result List;2507;;Link;Public holiday;Low;0;Confirmed;;Niklas;;"15.04. MX ""Solved"". ";;
910;Fix;Int;Upload Material Group - 2x division attribute;2602;;Link;several;Low;0;In Process;;Niklas;Mike;"15.04. Mx Status auf Low und In Process als Merker für den Rückbau.
15.04. Behaviour is based on the demo for trainings. Entity ZSPART is created as part of this demo and used as a replacement on the UI for a different search help
14.04. Mx Defect an Mike.";;
841;Fix;Ext;Payment Term day limit issue ;2407;;Link;Payment Term;High;0;Confirmed;;Shell;Mike, Dieter;25.03. Mx Am 25.02.25 an Kunden geliefert. Kein Rückmeldung kann geschlossen werden.;;
847;;;skipped?;;;Link;;;0;;;;;;;
915;Fix;Int;Itego RDM - Itego - IH100 Text translation of the entity types in language DE;2602;;Link;several;Low;0;In Process;;Gerd;Ulla;;;
918;Fix;Int;Itego RDM - Itego - IH2100 - several objects – incorrect search screen;2602;;Link;several;Low;0;In Process;;Gerd;Mike;24.04. Mx Mike analysiert.;;
922;Fix;Int;Itego RDM - Itego - ID1100 - WBS launchpad entry;;;Link;Work Breakdown Structure;High;0;Confirmed;;Sabine;Niklas;"MX 26.05. Niklas erstellt für Launch Pad.
27.05 Dieter hat transporte eralten
03.06 Günter hat transporte erhalten";;
923;Fix;Int;Itego RDM - Itego - ID1100 - WBS fields that should not be changed after activation;;;Link;Work Breakdown Structure;High;0;Confirmed;;Sabine;Farida/Mike;"02.06.2025 Change implemented - transport not yet created; will be created after retest in ID1";;
926;Fix;Int;Itego RDM - Itego - ID1100 - WBS - factory calendar does not trigger checks;;;Link;Work Breakdown Structure;Medium;0;Confirmed;;Sabine;Farida/Mike;13.06.2025 Fixed the Issue;;
927;Fix;Int;Itego RDM - Itego - ID1100 - WBS - no check for start date and finish date;;;Link;Work Breakdown Structure;Medium;0;Confirmed;;Sabine;Farida/Mike;16.06.2025 Retest OK;;
928;Fix;Int;Itego RDM - Itego - ID1100 - WBS - project profile values not considered;;;Link;Work Breakdown Structure;Medium;0;Confirmed;;Sabine;Farida/Mike;"02.06.2025 Change implemented - transport not yet created; will be created after retest in ID1
Retest 04.06.25 ID1 OK ";;
929;Fix;Int;FR Translation Factory Cal. Not the right translation;2602;;Link;Factory Calendar;Low;0;New;;Ulla;Ulla;;;
933;Fix;Int;Itego RDM - Itego - ID1100 - WBS - key cannot be changed during creation;;;Link;Work Breakdown Structure;Medium;0;Confirmed;;Sabine;;"13.06.2025 Change implemented - transport not yet created; will be created after retest in ID1
16.06.2025 Retest OK";;
934;Fix;Int;Itego RDM - Itego - ID1100 - WBS - error message for mandatory field to early;;;Link;Work Breakdown Structure;Medium;0;Confirmed;;Sabine;Farida/Mike;"02.06. Farida hat defect gefixt.
02.06.2025 Change implemented - transport not yet created; will be created after retest in ID1
Retest 04.06.25 ID1 OK";;
935;Fix;Int;Itego RDM - Itego - ID1100 - WBS - attachments cannot be accessed;;;Link;Work Breakdown Structure;Medium;0;Confirmed;;Sabine;Farida/Mike;"02.06.2025 Change implemented - transport not yet created; will be created after retest in ID1
Retest 04.06.25 ID1 OK
02.06. Farida hat defect gefixt. 
MX. 26.05. Auf Medium ungestellt.";;
936;Fix;Int;Itego RDM - Itego - ID1100 - WBS - wrong actions on WBS element details screen;;;Link;Work Breakdown Structure;High;0;Confirmed;;Sabine;Farida/Mike;"02.06.2025 Change implemented - transport not yet created; will be created after retest in ID1
13.06.2025 Fixed the Issue
16.06.2025 Retest OK02.06. Farida hat defect gefixt.
Mx 26.05. Farida sollte sich das Thema diese Woche schon einmal ansehen.";;
941;Fix;Int;Reupload unchanged WBS Element fails ;2509;;Link;Work Breakdown Structure;Low;0;obsolete;;Niklas;;;;
945;Fix;Int;"Itego RDM - Itego - IH1100 MRP-Area search help Plant selection
 and MRP-Area Name";2507;;Link;MRP Area;High;0;Confirmed;;Niklas;Frank;"MX 26.05. Missverständnis, Frank hat Nicklas informiert, kein Defect.
Mx 26.5. Defect an Frank weitergeleitet.";;
946;Fix;Int;"Itego RDM - Itego - ID1100 - PF4 maintenance - 
default value missing for PF4 variant.";;;Link;RDM Generell Settings;High;0;Confirmed;;Sabine;Frank;"Mx 26.05. Retest Sabine ok.
MX 26.05. Frank gelöst und Retest nächster Schritt.
Mx 26.5. Defect an Frank weitergeleitet.";ID1K905123;
950;Fix;Int;Itego RDM - Itego - ID1100 - WBS – Dump in hierarchy processing;;;Link;Work Breakdown Structure;Very High;0;Confirmed;;Sabine;Mike;"26.05. Change implemented - transport not yet created; will be created after retest in ID1
MX 26.05. Defect open";;
953;Fix;Int; Itego RDM - Itego - IH1100 - classes object component Type for Component 3 (KLART) Not Specified;;;Link;Class;High;0;Confirmed;;Niklas;;;;
954;Fix;Int;Itego RDM - Itego - ID1100 - WBS – Level information is missing in the distribution;;;Link;Work Breakdown Structure;High;0;Confirmed;;Gerd/Sabine;Farida/Mike;"02.06. Farida hat defect gefixt.
MX 26.05. Defect open. ReTest  06.05.2025 The levels in the PRPS tab are transferred";;
955;Fix;Int;Plant name is not mandatory ;2503;;Link;Plant;Medium;0;Closed;;Niklas;;"11.07.25 MB: closed as this is the standard. Customer needs to build a validation
05.06. SPRO enables creation of plant without name (current design follows SPRO standard)";;
956;Fix;Int;sales office - Field Country needs to be maintained;2602;;Link;Sales Office;High;0;New;;Niklas;;;;
963;Fix;Int;Itego RDM - Itego - IH1100 - Upload Location - Field Key of transfer structure is unknown;;;Link;;;0;;;;;;;
969;Fix;Int;No CR type found if you want to add an attachment to an existing object;2602;;Link;all;Medium;0;New;;Sabine;;;;
973;Fix;Int;Search UI Configuration in ITU MDFIMG not functional;2602;;Link;all;High;0;New;;Michael;;;;
980;Fix;Int;Itego RDM - Itego - ID1100 - WBS - Search for WBS element not offered;;;Link;Work Breakdown Structure;Medium;0;Confirmed;;Sabine;Niklas;;;
890;Fix;Ext; Itego RDM -  Itego  - IH1100 - Exchange rate Idoc issue;2407;;Link;Exchange Rate;High;0;Confirmed;;Bayer ;Günter, Dieter;;;
984;Fix;Int;Internal Server Error Product Hierarchy when creating CR;2507;;Link;Product Hierarchy;High;0;Confirmed;;Ulla;;;;
990;Fix;Int;Suppress new creation functions from hierarchy maintenance;2507;;Link;Product Hierarchy;HIgh;0;Confirmed;;Gerd;;New Button entfernt;;
1054;Fix;Int;Dump beim Öffnen von Classes Tile: component type for KLART not specified;2509;;Link;Class;Very High;;Confirmed;;Sabine;;29.08. Retest ok (Sabine);;
1086;Dev;Int;Remove tile 'product hierarchy sub nodes' from launchpad;;15.09.2025 11:59:17;Link;Product Hierarchy;High;;Confirmed;;Sabine;Niklas;"25.11. Sabine: retest IH1 ok
09.10. Mx Niklas hat Defect gelöst und getestet.";;
1087;Fix;Int;wrong error message if medium text is too long;;22.09.2025 10:12:39;Link;Posting Period Variant;Medium;;Confirmed;;Sabine;Sara;"23.09.2025 Sara: in solution proposal now

same issue for company ID. Proposal: avoid error message by adjusting lenght of UI field as it is implemented for other entity types like MTART";;
1088;Fix;Int;UI issues - length of fields and error messages;;22.09.2025 10:58:17;Link;Company;High;;Confirmed;;Sabine;Sara;23.09.2025 Sara: in solution proposal now;;
1092;Dev;Int;ITR_BLART does not exist;2511;24.09.2025 14:51:40;Link;Document Type;Medium;;Solved;;Patrick;Niklas;"09.10. Mx Niclas hat Defect gelöst und getestet.
06.10. Mx Variante für Upload/Download Belegart fehlt und wird von Niklas angelegt.";;
1112;Dev;Int;Discrepancy between Data Model CITY Attributes;;16.10.2025 12:02:58;Link;Object Specific Addresses;Very High;;Solved;;Maxi;Maxi;"See Doc for current Status
17.10.25 Solved";;
1119;Fix;Int;TIMEFM Format Issue;;22.10.2025 15:26:48;Link;Country;Medium;;New;;Maxi;Maxi;;;
1123;Fix;Int;UX issues - field length and missing descriptions;2511;27.10.2025 17:54:43;Link;Shipping Point;Medium;;Confirmed;;Sabine;Sara;"03.11.25: Sabine retest
31.10.25 Mx Solution Proposal delivered from Sara.
30.10.25 Sara: In solution proposal now";;
1140;Fix;Int;LSA update to SAP table T880 does not work in IH1/400;2511;05.11.2025 17:22:59;Link;Company;;;Solved;;Gerd;Mike;"06.11.25 Mike und Günter haben das BC-Set erweitert und transportiert
06.11.25 GS erneuter Test im IH1/IH2 war erfolgreich";;
913;Dev;Ext ;Release Note 2503;2503;;Link;several;Very High;0;Confirmed;;Michael;Michael;22.04. Mx Docu vom 31.03. zugeordnet.;;
1158;Fix;Int;search screen: fields missing, labels incorrect;2511;17.11.2025 17:36:17;Link;Company ID;Medium;;Confirmed;;Sabine;Sara;"23.11. Sabine: retest ok
20.11. Sara: Changes made and shared for retest
19.11. Sabine: info sent to Sara
19.11. Sara in Bearbeitung, aber Rückfrage an Sabine.";;
1175;Fix;Int;Change Documents for some attributes are missing;;08.12.2025 10:20:17;Link;Tax Procedure;Medium;;obsolete;;Sabine;;08.11. Sabine: change documents depend on a flag on data´element level. Issue is obsolete;;
1176;Fix;Int;Change Documents for two attributes are missing;;08.12.2025 10:22:27;Link;Currency Key;Medium;;obsolete;;Sabine;;08.11. Sabine: change documents depend on a flag on data´element level. Issue is obsolete;;
1182;Fix;Int;Allow maintenance of two different cities;2603;10.12.2025 10:28:26;Link;Company Code;Medium;;New;;Sabine;Farida;10.12.25 Sabine: follow up of issue 838;;
1184;Fix;Int;field 'own explanation' not updated correctly;2603;17.12.2025 11:34:41;Link;Payment Term v2;High;;Confirmed;;Sabine;Sara;"13.01.2026; Sabine: retest in ID1 ok
02.01.2025 Sara: Issue fixed in ID1";;
914;Fix;Ext;Loading Exchange Rates to the productive system (Performance);2407;;Link;Exchange Rate;High;0;Confirmed;;Bayer ;Dieter/Mike/SAP;"06.05. Hr Wingender: funktioniert nun. SAP Notes haben geholfen
24.04. Mx Info von Dieter interne Test ergeben kein Verbesserungspotential. Vermutlich liegt Problem im MDG SAP Umfeld.
22.04. MX Bayer fehlen SAP Hinweise. Spielt diese jetzt erst einmal ein. Meldet sich ggf. .
16.04. Dieter and Gerd are already investigating the issue; SAP is in contact with cust. aswell as it seems for investigating general performance issues. Case 433423/2025";;
1199;Fix;Int;Field day limits can be single-digit;2603;16.01.2026 14:32:32;Link;Payment Term v2;low;;Confirmed;;Gerd;;On closer viewing, the issue is a minor cosmetic flaw, so I am closing the defect.I suspect technical reasons.;;
1200;Fix;Int;Approve_At-Field is equated for the same payment terms;2603;16.01.2026 16:07:30;Link;Payment Term v2;High;;New;;Gerd;Mike;Value for the “Aprove-At” field needs to be revised;;
